date,ticker,prev_close,open,high,low,close,volume,prev_volume,vwap,n_transactions,gap_pct,gap_direction,day_return_pct,day_range_pct,max_runup_pct,max_drawdown_pct,gap_filled,vol_ratio,close_vs_open,sector,sic_code,market_cap,shares_outstanding,primary_exchange,ticker_type,float_millions,mcap_millions,dollar_volume,dollar_volume_millions,turnover_ratio,first_5m_ret,first_15m_ret,first_30m_ret,first_60m_ret,max_runup_from_open,max_dd_from_open,time_to_hod_bars,time_to_hod_pct,reversion_from_hod_pct,gap_fill_pct,first_30m_vol_pct,first_60m_vol_pct,vol_decay_ratio,first_30m_range_pct,close_in_range_pct,green_bar_pct,opening_ramp_bars,opening_ramp_body_pct,avg_bar_range_pct,intraday_error
2025-08-11,JORFF,0.0106,0.0138,0.0138,0.0106,0.0106,644000,452625,0.011,13,30.66,up,-23.47,23.47,0.0,-23.47,1,1.42,red,,,,,OTC Link,OS,,,7084.0,0.01,,-23.74,-23.74,-23.74,-23.74,0.0,-23.74,0.0,0.0,-23.74,100.0,100.0,100.0,1.0,100.0,0.0,20.0,0.0,0.0,4.029,
2025-08-11,HWAL,0.1,0.0671,0.0702,0.0671,0.068,55000,159668,0.0679,5,-32.9,down,1.34,4.62,4.62,0.0,0,0.34,green,,,,,OTC Link,CS,,,3734.5,0.0,,1.34,1.34,1.34,1.34,4.62,0.0,1.0,20.0,-3.13,9.4,100.0,100.0,1.0,100.0,29.0,0.0,0.0,0.0,0.0,
2025-08-11,NCNA,6.44,4.28,5.13,4.12,4.47,1543992,896516,4.5105,18564,-33.54,down,4.44,23.6,19.86,-3.74,0,1.72,green,,,8365360.709999999,30385.0,XNAS,ADRC,0.03,8.37,6964175.916,6.96,50.81,17.36,11.8,3.27,1.05,19.86,-3.74,3.0,0.9,-12.78,39.4,23.1,42.5,0.186,87.6,35.1,41.6,5.0,22.93,2.899,
2025-08-11,BBRRF,0.0113,0.0075,0.0113,0.0075,0.011,150730,234000,0.0112,8,-33.63,down,46.67,50.67,50.67,0.0,1,0.64,green,,,,,OTC Link,OS,,,1688.176,0.0,,,,,,,,,,,,,,,,,,,,,insufficient_bars
2025-08-11,NKLAQ,0.025,0.0135,0.03,0.0135,0.0142,221270,200300,0.0189,424,-46.0,down,5.19,122.22,122.22,0.0,1,1.1,green,,,,,,unknown,,,4182.003,0.0,,0.0,29.63,48.15,5.19,122.22,0.0,8.0,17.4,-52.67,100.0,91.8,100.0,1.0,100.0,4.2,15.2,0.0,0.0,3.457,
2025-08-11,AYRWF,0.02,0.01,0.0279,0.01,0.025,3110952,2007516,0.0232,230,-50.0,down,150.0,179.0,179.0,0.0,1,1.55,green,,,,,OTC Link,OS,,,72174.0864,0.07,,100.0,149.0,87.0,127.0,179.0,0.0,0.0,0.0,-10.39,100.0,31.9,50.4,0.766,100.0,83.8,10.9,1.0,100.0,15.067,
2025-08-11,VSEE,1.32,0.65,0.88,0.624,0.88,1449023,46535,0.7681,4332,-50.76,down,35.38,39.38,35.38,-4.0,0,31.14,green,SERVICES-HEALTH SERVICES,8000,11567864.9625,40230845.0,XNAS,CS,40.23,11.57,1112994.5663,1.11,0.04,9.25,15.68,30.46,24.63,35.05,-4.0,213.0,99.5,0.0,34.0,40.1,65.5,0.19,88.3,100.0,30.4,0.0,0.0,3.459,
2025-08-11,GTII,0.17,0.081,0.16,0.081,0.14,104545,23839,0.1015,38,-52.35,down,72.84,97.53,97.53,0.0,0,4.39,green,,,,,OTC Link,CS,,,10611.317500000001,0.01,,85.19,85.19,72.84,72.84,97.53,0.0,0.0,0.0,-12.5,88.8,100.0,100.0,1.0,100.0,74.7,5.3,1.0,97.53,6.433,
2025-08-12,NAOV,0.772,7.25,8.0,7.21,7.43,98643,677445,7.5936,2971,839.12,up,2.48,10.9,10.34,-0.55,0,0.15,green,,,,,,unknown,,,749055.4848,0.75,,9.38,5.52,6.9,4.55,10.34,-0.55,4.0,5.3,-7.5,0.6,53.7,93.6,0.806,94.9,24.1,17.1,0.0,0.0,0.98,
2025-08-12,ATNFW,0.0114,0.025,0.15,0.0195,0.1065,26038358,377463,0.093,13891,119.3,up,326.0,522.0,500.0,-22.0,0,68.98,green,,,,,,unknown,,,2421567.2939999998,2.42,,-2.4,-2.0,2.8,5.2,500.0,-22.0,297.0,78.2,-29.0,40.4,4.9,7.4,0.982,5.5,66.7,42.4,1.0,2.8,5.56,
2025-08-12,ATNF,3.34,5.98,12.74,4.88,10.24,225466046,6389666,7.6892,1453103,79.04,up,71.24,131.44,113.04,-18.39,0,35.29,green,,,,,,unknown,,,1733653520.9032,1733.65,,-5.68,-14.72,-4.09,-7.51,113.04,-18.39,301.0,80.5,-19.64,41.7,12.4,18.7,0.466,16.8,68.2,51.6,1.0,0.16,3.594,
2025-08-12,AGSS,0.014,0.025,0.025,0.0101,0.016,876419,259515,0.015,22,78.57,up,-36.0,59.6,0.0,-59.6,1,3.38,red,,,,,OTC Link,CS,,,13146.285,0.01,,-37.6,-36.0,-36.0,-36.0,0.0,-59.6,0.0,0.0,-36.0,100.0,100.0,100.0,1.0,100.0,39.6,16.7,0.0,0.0,1.667,
2025-08-12,GIBOW,0.0272,0.0442,0.0442,0.026,0.034,102773,51177,0.0333,65,62.5,up,-23.08,41.18,0.0,-41.18,1,2.01,red,,,,3087153.0,XNAS,WARRANT,3.09,,3422.3409,0.0,0.03,-41.18,-19.91,-23.08,-23.08,0.0,-41.18,0.0,0.0,-23.08,100.0,100.0,100.0,1.0,100.0,44.0,11.1,0.0,0.0,5.744,
2025-08-12,NORDF,0.0598,0.0927,0.0936,0.0598,0.0598,90000,101000,0.0709,17,55.02,up,-35.49,36.52,1.02,-35.49,1,0.89,red,,,,,OTC Link,OS,,,6381.0,0.01,,-35.38,-35.38,-35.49,-35.49,1.08,-35.49,3.0,18.8,-36.18,100.0,100.0,100.0,1.0,100.0,0.0,6.2,1.0,0.97,0.061,
2025-08-12,WOW,3.38,5.055,5.09,5.02,5.04,44698517,2678563,5.0449,45135,49.56,up,-0.3,1.38,0.69,-0.69,0,16.69,red,,,,,,unknown,,,225499548.4133,225.5,,0.0,-0.1,-0.3,-0.1,0.69,-0.69,78.0,20.0,-0.98,2.1,35.2,48.7,0.124,42.9,28.6,38.5,0.0,0.0,0.232,
2025-08-12,AVCRF,0.0464,0.0658,0.0683,0.044,0.0466,90000,172500,0.0615,10,41.66,up,-29.26,36.9,3.77,-33.13,1,0.52,red,,,,,OTC Link,OS,,,5535.0,0.01,,-33.13,-29.18,-29.18,-29.18,3.8,-33.13,7.0,77.8,-31.77,100.0,100.0,100.0,1.0,100.0,10.7,0.0,0.0,0.0,0.0,
2025-08-12,PRPH,2.817,3.97,4.43,3.35,3.54,27353812,154915,3.959,277065,40.93,up,-10.83,27.2,11.59,-15.62,0,176.57,red,,,,,OTC Link,CS,,,108293741.708,108.29,,1.23,1.81,3.55,-6.2,11.59,-15.62,32.0,8.2,-20.54,53.8,46.8,71.6,0.029,71.3,15.7,46.9,0.0,0.0,4.813,
2025-08-12,GEVO,1.25,1.745,2.02,1.61,1.99,82299173,17246090,1.8266,185459,39.6,up,14.04,23.5,15.76,-7.74,0,4.77,green,INDUSTRIAL ORGANIC CHEMICALS,2860,557310253.8,242820602.0,XNAS,CS,242.82,557.31,150327669.4018,150.33,0.34,-0.86,-5.44,-1.43,1.15,15.76,-7.74,213.0,54.6,-1.73,27.3,23.0,37.0,0.21,41.5,91.5,43.3,1.0,1.43,2.146,
2025-08-12,HBI,4.83,6.7,6.75,5.81,6.18,69423863,5670595,6.3493,295747,38.72,up,-7.76,14.03,0.75,-13.28,0,12.24,red,,,,,,unknown,,,440792933.3459,440.79,,-3.43,-2.6,-1.42,-11.12,0.75,-13.28,0.0,0.0,-8.52,47.6,18.2,46.4,0.226,37.2,38.8,42.1,0.0,0.0,0.991,
2025-08-12,CANN,0.0217,0.0292,0.0399,0.022,0.0358,993523,600292,0.0311,103,34.56,up,22.5,61.3,36.64,-24.66,0,1.66,green,,,,,OTC Link,CS,,,30898.5653,0.03,,-5.82,3.42,6.51,22.6,36.64,-24.66,47.0,88.7,-10.28,96.0,78.8,100.0,1.0,58.1,77.1,15.1,0.0,0.0,2.032,
2025-08-12,UTRX,0.1,0.1328,0.1379,0.102,0.1025,664849,86656,0.1207,101,32.8,up,-22.82,27.05,3.86,-23.19,0,7.67,red,,,,,OTC Link,CS,,,80247.2743,0.08,,-18.0,-7.53,-1.43,-22.82,3.84,-23.19,24.0,45.3,-25.67,93.9,78.9,100.0,1.0,91.6,1.4,9.4,0.0,0.0,0.929,
2025-08-12,SSPLF,0.035,0.046,0.0559,0.041,0.041,106100,27000,0.0452,15,31.43,up,-10.87,32.39,21.52,-10.87,0,3.93,red,,,,,OTC Link,OS,,,4795.719999999999,0.0,,-2.83,-10.87,-10.87,-10.87,21.52,-10.87,1.0,8.3,-26.65,45.5,100.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,0.851,
2025-08-12,DMNIF,0.0515,0.0675,0.0675,0.0515,0.0594,173069,74933,0.0573,170,31.07,up,-12.0,23.7,0.0,-23.7,1,2.31,red,,,,,OTC Link,CS,,,9916.8537,0.01,,-23.7,-18.52,-14.07,-12.0,0.0,-23.7,0.0,0.0,-12.0,100.0,74.5,100.0,1.0,100.0,49.4,17.9,0.0,0.0,1.017,
2025-08-12,GHVNF,0.091,0.1189,0.1189,0.107,0.107,55000,5901,0.1081,2,30.66,up,-10.01,10.01,0.0,-10.01,0,9.32,red,,,,,OTC Link,OS,,,5945.5,0.01,,,,,,,,,,,,,,,,,,,,,insufficient_bars
2025-08-12,BBAI,7.09,4.85,6.08,4.75,5.97,239350390,137019903,5.4028,495558,-31.59,down,23.09,27.42,25.36,-2.06,0,1.75,green,SERVICES-PREPACKAGED SOFTWARE,7372,1937550268.39,476056577.0,XNYS,CS,476.06,1937.55,1293162287.092,1293.16,0.5,5.57,8.27,6.08,7.52,25.36,-2.06,367.0,94.1,-1.97,54.9,27.7,37.4,0.313,54.1,91.0,48.5,2.0,2.58,1.495,
2025-08-12,MYO,1.76,1.06,1.13,0.95,1.08,8738310,2106232,1.0549,21339,-39.77,down,1.89,16.98,6.6,-10.38,0,4.15,green,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",3842,25943978.700000003,38435524.0,XASE,CS,38.44,25.94,9218043.218999999,9.22,0.23,-1.42,0.94,-2.36,2.36,6.6,-10.38,38.0,9.8,-4.87,10.0,22.4,42.5,0.224,88.9,69.4,50.1,0.0,0.0,2.531,
2025-08-12,GBBGF,0.02,0.012,0.012,0.012,0.012,209000,10050,0.012,1,-40.0,down,0.0,0.0,0.0,0.0,0,20.8,doji,,,,,OTC Link,OS,,,2508.0,0.0,,,,,,,,,,,,,,,,,,,,,insufficient_bars
2025-08-12,MVSTW,0.2558,0.1344,0.199,0.1344,0.1767,827412,57365,0.151,727,-47.46,down,31.47,48.07,48.07,0.0,0,14.42,green,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",3690,,,XNAS,WARRANT,,,124939.212,0.12,,20.91,11.61,22.69,11.61,48.07,0.0,0.0,0.0,-11.16,53.2,51.6,73.9,0.586,100.0,65.6,17.8,1.0,48.07,3.39,
2025-08-12,MNSEF,0.028,0.013,0.028,0.013,0.028,60529,100,0.0131,2,-53.57,down,115.38,115.38,115.38,0.0,1,605.29,green,,,,,OTC Link,OS,,,792.9299000000001,0.0,,,,,,,,,,,,,,,,,,,,,insufficient_bars
2025-08-13,ATNFW,0.1065,0.57,0.62,0.3,0.5499,22575038,26038358,0.4746,30188,435.21,up,-3.53,56.14,8.77,-47.37,0,0.87,red,,,,,,unknown,,,10714113.0348,10.71,,-22.98,-3.7,0.0,-15.14,8.77,-47.37,19.0,5.1,-15.97,58.3,23.0,33.1,0.328,85.6,69.1,42.9,1.0,1.54,7.96,
2025-08-13,MNTSW,0.0192,0.055,0.1,0.0501,0.06,3170551,54181,0.0685,1814,186.46,up,9.09,90.73,81.82,-8.91,0,58.52,green,GUIDED MISSILES & SPACE VEHICLES & PARTS,3760,,12322.0,XNAS,WARRANT,0.01,,217182.7435,0.22,257.31,53.45,34.73,41.82,0.18,81.82,-8.91,5.0,2.3,-40.0,13.7,24.1,41.3,0.557,90.2,19.8,28.1,2.0,36.18,11.885,
2025-08-13,AACIW,0.24,0.65,0.7841,0.62,0.76,1726357,2087,0.6599,1982,170.83,up,16.92,25.25,20.64,-4.62,0,827.2,green,,,,,,unknown,,,1139222.9843000001,1.14,,0.02,0.02,0.02,6.71,20.63,-4.62,96.0,68.6,-3.07,7.3,51.3,73.8,0.202,30.5,85.3,25.7,1.0,3.08,0.876,
2025-08-13,BLUWW,0.0502,0.132,0.15,0.0633,0.1006,112601,5192,0.116,194,162.95,up,-23.79,65.68,13.64,-52.05,0,21.69,red,BLANK CHECKS,6770,,12991500.0,XNAS,WARRANT,12.99,,13061.716,0.01,0.01,-8.26,-9.09,-9.17,-9.09,13.64,-52.05,1.0,2.1,-20.0,84.0,83.1,100.0,1.0,57.7,65.4,10.6,1.0,6.06,1.591,
2025-08-13,BSLKW,0.0252,0.05,0.1489,0.04,0.109,5637540,62402,0.0997,5561,98.41,up,118.0,217.8,197.8,-20.0,0,90.34,green,,,,,OTC Link,WARRANT,,,562062.738,0.56,,0.0,4.0,39.8,70.0,197.8,-20.0,70.0,24.9,-26.8,40.3,8.8,18.2,0.878,27.5,63.4,37.0,3.0,39.0,7.133,
2025-08-13,BAGGF,0.0853,0.158,0.158,0.0684,0.0708,234310,652114,0.0924,61,85.06,up,-55.18,56.72,0.0,-56.72,1,0.36,red,,,,,OTC Link,OS,,,21650.244,0.02,,0.0,-46.84,-55.19,-55.19,0.0,-56.71,0.0,0.0,-55.19,100.0,100.0,100.0,1.0,100.0,2.7,7.1,0.0,0.0,0.915,
2025-08-13,ROYMY,3.75,6.5,58.0,4.11,18.0,138943,2928,24.6589,3797,73.33,up,176.92,829.08,792.31,-36.77,0,47.45,green,,,,,,unknown,,,3426181.5427,3.43,,15.23,100.0,330.92,161.23,792.31,0.0,28.0,29.2,-68.97,0.0,37.8,84.8,0.523,100.0,22.3,36.5,0.0,0.0,35.773,
2025-08-13,XONI,0.0105,0.018,0.018,0.0134,0.017,127209,127774,0.0165,21,71.43,up,-5.56,25.67,0.0,-25.67,0,1.0,red,,,,,OTC Link,CS,,,2098.9485,0.0,,-25.56,-5.56,-5.56,-5.56,0.0,-25.56,0.0,0.0,-5.56,61.3,100.0,100.0,1.0,100.0,78.3,8.3,0.0,0.0,1.574,
2025-08-13,BSLK,2.18,3.49,17.55,3.21,14.32,264180058,1230307,8.0752,1862316,60.09,up,310.32,410.89,402.87,-8.02,0,214.73,green,,,,,OTC Link,CS,,,2133306804.3616002,2133.31,,1.58,-4.87,5.16,41.55,402.87,-8.02,268.0,69.4,-20.23,21.4,3.3,15.2,0.387,3.4,75.2,50.3,0.0,0.0,3.199,
2025-08-13,SUNXF,0.0571,0.0875,0.0875,0.0642,0.067,83000,155000,0.0783,13,53.29,up,-23.43,26.63,0.0,-26.63,0,0.54,red,,,,,OTC Link,OS,,,6498.9,0.01,,-8.8,-23.43,-23.43,-23.43,0.0,-26.63,0.0,0.0,-23.43,76.6,100.0,100.0,1.0,100.0,12.0,10.0,0.0,0.0,0.88,
2025-08-13,HNTRF,0.0346,0.0514,0.0515,0.0347,0.0347,279850,113295,0.0436,14,48.55,up,-32.49,32.59,0.1,-32.49,0,2.47,red,,,,,OTC Link,OS,,,12201.46,0.01,,-14.01,-32.49,-32.49,-32.49,0.19,-32.49,1.0,14.3,-32.62,99.4,100.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,
2025-08-13,TORVF,0.0144,0.02,0.02,0.0145,0.0145,77298,320000,0.0163,4,38.89,up,-27.5,27.5,0.0,-27.5,0,0.24,red,,,,,OTC Link,OS,,,1259.9573999999998,0.0,,,,,,,,,,,,,,,,,,,,,insufficient_bars
2025-08-13,KASHF,0.0241,0.0335,0.0335,0.0335,0.0335,100000,3241,0.0335,4,38.77,up,0.0,0.0,0.0,0.0,0,30.85,doji,,,,,OTC Link,OS,,,3350.0,0.0,,,,,,,,,,,,,,,,,,,,,insufficient_bars
2025-08-13,ROYIF,0.0479,0.0659,0.0659,0.0468,0.0508,95000,62500,0.0564,11,37.58,up,-22.99,28.98,0.0,-28.98,1,1.52,red,,,,,OTC Link,OS,,,5358.0,0.01,,-0.3,-22.91,-22.91,-22.91,0.0,-28.98,0.0,0.0,-22.91,100.0,100.0,100.0,1.0,100.0,20.9,10.0,0.0,0.0,2.868,
2025-08-13,WBTN,9.36,12.75,18.45,12.725,16.96,15143810,1317413,16.1272,165183,36.22,up,33.02,44.9,44.71,-0.2,0,11.5,green,MISCELLANEOUS PUBLISHING,2741,1309466454.39,133482819.0,XNAS,CS,133.48,1309.47,244227252.63199997,244.23,0.11,18.6,14.69,21.68,28.69,44.71,-0.2,132.0,33.8,-8.24,0.7,24.5,38.6,0.232,54.4,73.4,53.3,5.0,20.18,3.944,
2025-08-13,BENFW,0.0108,0.0147,0.0161,0.0083,0.0161,1527996,3213083,0.0142,365,36.11,up,9.52,53.06,9.52,-43.54,1,0.48,green,FINANCE SERVICES,6199,,15525000.0,XNAS,WARRANT,15.53,,21697.5432,0.02,0.1,-24.49,0.68,-8.16,9.52,9.52,-43.54,52.0,96.3,0.0,100.0,10.2,100.0,1.0,52.6,100.0,16.7,3.0,10.88,0.522,
2025-08-13,CEOS,0.0056,0.0076,0.0076,0.0064,0.0076,80500,239140,0.0073,8,35.71,up,0.0,15.79,0.0,-15.79,0,0.34,doji,,,,,OTC Link,CS,,,587.65,0.0,,-10.53,0.0,0.0,0.0,0.0,-15.79,0.0,0.0,0.0,60.0,100.0,100.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,
2025-08-13,SSPLF,0.041,0.0554,0.0554,0.04,0.042,115050,106100,0.0493,17,35.12,up,-24.1,27.8,0.0,-27.8,1,1.08,red,,,,,OTC Link,OS,,,5671.964999999999,0.01,,0.0,-24.01,-24.01,-24.01,0.0,-27.8,0.0,0.0,-24.01,100.0,100.0,100.0,1.0,100.0,13.6,0.0,0.0,0.0,0.0,
2025-08-13,BBRRF,0.0081,0.0109,0.0109,0.0081,0.0081,105350,230,0.0088,5,34.57,up,-25.69,25.69,0.0,-25.69,1,458.04,red,,,,,OTC Link,OS,,,927.08,0.0,,,,,,,,,,,,,,,,,,,,,insufficient_bars
2025-08-13,IBOGF,0.0136,0.0182,0.0182,0.0138,0.0141,308792,513169,0.0143,12,34.22,up,-22.53,23.96,0.0,-23.96,0,0.6,red,,,,,OTC Link,OS,,,4415.7256,0.0,,-22.53,-22.53,-22.53,-22.53,0.0,-24.18,0.0,0.0,-22.53,95.7,100.0,100.0,1.0,100.0,6.8,22.2,0.0,0.0,0.244,
2025-08-13,PSGCF,0.045,0.06,0.06,0.0595,0.06,53000,4567,0.0598,8,33.33,up,0.0,0.83,0.0,-0.83,0,11.6,doji,,,,,OTC Link,OS,,,3169.4,0.0,,,,,,,,,,,,,,,,,,,,,insufficient_bars
2025-08-13,NFTM,0.18,0.2397,0.3,0.18,0.23,326005,929718,0.2099,172,33.17,up,-4.05,50.06,25.16,-24.91,1,0.35,red,,,,,OTC Link,CS,,,68428.4495,0.07,,25.16,0.13,0.13,-16.56,25.16,-24.91,1.0,1.4,-23.33,100.0,30.4,70.8,1.103,83.3,41.7,12.3,1.0,3.46,1.851,
2025-08-13,CELV,0.2154,0.2844,0.2844,0.2,0.2,59453,79650,0.2131,16,32.03,up,-29.68,29.68,0.0,-29.68,1,0.75,red,,,,,OTC Link,CS,,,12669.4343,0.01,,-22.64,-29.68,-29.68,-29.68,0.0,-29.68,0.0,0.0,-29.68,100.0,100.0,100.0,1.0,100.0,0.0,9.1,0.0,0.0,1.279,
2025-08-13,MAPSW,0.0203,0.0268,0.0268,0.0207,0.0223,194870,333755,0.024,149,32.02,up,-16.79,22.76,0.0,-22.76,0,0.58,red,SERVICES-PREPACKAGED SOFTWARE,7372,,,XNAS,WARRANT,,,4676.88,0.0,,-6.72,-22.39,-16.79,-16.79,0.0,-22.76,0.0,0.0,-16.79,93.8,100.0,100.0,1.0,100.0,26.2,16.7,0.0,0.0,0.958,
2025-08-13,TGIFF,0.006,0.0079,0.008,0.005,0.0063,351808,309600,0.0054,13,31.67,up,-20.76,37.97,1.27,-36.71,1,1.14,red,,,,,OTC Link,OS,,,1899.7632,0.0,,-15.19,-20.25,-20.25,-20.25,1.27,-36.71,0.0,0.0,-21.25,100.0,100.0,100.0,1.0,100.0,43.3,25.0,2.0,13.92,1.741,
2025-08-13,HPSIF,0.031,0.0405,0.0405,0.0321,0.0321,90000,30125,0.035,9,30.65,up,-20.86,20.86,0.0,-20.86,0,2.99,red,,,,,OTC Link,OS,,,3150.0000000000005,0.0,,-14.07,-20.74,-20.74,-20.74,0.0,-20.74,0.0,0.0,-20.74,88.4,100.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,
2025-08-13,DHAIW,0.0187,0.0244,0.0244,0.019,0.0202,118095,17352,0.0201,60,30.48,up,-17.21,22.13,0.0,-22.13,0,6.81,red,,,,,OTC Link,WARRANT,,,2373.7095,0.0,,-18.03,-17.21,-17.21,-17.21,0.0,-22.13,0.0,0.0,-17.21,94.7,100.0,100.0,1.0,100.0,22.2,11.1,0.0,0.0,0.683,
2025-08-13,TIPS,0.022,0.015,0.0209,0.015,0.0209,55351,100,0.0158,7,-31.82,down,39.33,39.33,39.33,0.0,0,553.51,green,,,,,OTC Link,CS,,,874.5458000000001,0.0,,,,,,,,,,,,,,,,,,,,,insufficient_bars
2025-08-13,NKLAQ,0.02,0.0136,0.06,0.0136,0.022,81317,94659,0.0215,262,-32.0,down,61.76,341.18,341.18,0.0,1,0.86,green,,,,,,unknown,,,1748.3155,0.0,,341.18,267.65,47.06,61.76,341.18,0.0,4.0,7.4,-63.33,100.0,74.3,100.0,1.0,100.0,18.1,3.7,1.0,10.29,5.245,
2025-08-13,MNSEF,0.028,0.019,0.028,0.01,0.028,58317,60529,0.0149,14,-32.14,down,47.37,94.74,47.37,-47.37,1,0.96,green,,,,,OTC Link,OS,,,868.9233,0.0,,-47.37,47.37,47.37,47.37,47.37,-47.37,5.0,71.4,0.0,100.0,100.0,100.0,1.0,100.0,100.0,28.6,0.0,0.0,18.045,
2025-08-13,NXGB,0.02,0.013,0.0218,0.012,0.0216,528988,1310179,0.0124,17,-35.0,down,66.15,75.38,67.69,-7.69,1,0.4,green,,,,,OTC Link,CS,,,6559.4511999999995,0.01,,-7.69,66.15,66.15,66.15,67.69,-7.69,7.0,70.0,-0.92,100.0,100.0,100.0,1.0,100.0,98.0,0.0,0.0,0.0,0.0,
2025-08-13,NVPCF,0.0449,0.0292,0.0449,0.0292,0.0357,69400,98000,0.0359,10,-35.06,down,22.43,53.98,53.98,0.0,1,0.71,green,,,,,OTC Link,OS,,,2491.46,0.0,,22.26,22.26,22.26,22.26,53.77,0.0,1.0,12.5,-20.49,100.0,100.0,100.0,1.0,100.0,41.4,0.0,0.0,0.0,0.0,
2025-08-13,FGLDF,0.0079,0.0051,0.0072,0.005,0.0072,1252000,22500,0.0051,9,-35.11,down,41.18,42.16,41.18,-0.98,0,55.64,green,,,,,OTC Link,OS,,,6385.200000000001,0.01,,,,,,,,,,,,,,,,,,,,,insufficient_bars
2025-08-13,ACDC,6.32,3.979,3.98,3.6,3.63,14935935,811028,3.7898,64313,-37.04,down,-8.77,9.55,0.03,-9.53,0,18.42,red,"OIL & GAS FIELD SERVICES, NEC",1389,1056287708.72,180871183.0,XNAS,CS,180.87,1056.29,56604206.463,56.6,0.08,-4.5,-5.0,-5.55,-3.78,0.03,-9.53,0.0,0.0,-8.29,0.0,25.4,35.5,0.457,81.6,13.2,37.2,0.0,0.0,1.21,
2025-08-13,DNQWF,0.1999,0.12,0.1949,0.12,0.1897,80324,2250,0.1521,34,-39.97,down,58.04,62.42,62.42,0.0,0,35.7,green,,,,,,unknown,,,12217.280400000001,0.01,,16.67,41.67,58.08,58.08,62.42,0.0,10.0,55.6,-2.67,93.7,100.0,100.0,1.0,100.0,93.1,27.8,1.0,25.0,2.176,
2025-08-13,FOXO,0.0922,0.0163,0.025,0.0071,0.0076,19411572,3405983,0.0131,1552,-82.32,down,-53.37,109.82,53.37,-56.44,0,5.7,red,,,,,OTC Link,CS,,,254291.5932,0.25,,4.29,4.29,4.29,-7.98,53.37,-56.44,0.0,0.0,-69.6,11.5,25.3,33.0,0.684,55.3,2.8,20.7,2.0,17.79,7.73,
2025-08-14,XPON,1.31,3.66,5.5,1.93,2.02,390916406,17138370,3.7386,1866535,179.39,up,-44.81,97.54,50.27,-47.27,0,22.81,red,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",3690,6856284.6899999995,9656739.0,XNAS,CS,9.66,6.86,1461480075.4716,1461.48,40.48,-8.46,7.1,19.25,41.9,50.27,-47.27,45.0,11.8,-63.09,73.6,25.9,51.4,0.205,40.9,2.8,44.6,2.0,13.93,7.111,
2025-08-14,FOXOW,0.0091,0.0245,0.047,0.0091,0.0099,50451,22000,0.0275,15,169.23,up,-59.59,154.69,91.84,-62.86,1,2.29,red,,,,,OTC Link,WARRANT,,,1387.4025,0.0,,2.04,-59.59,-59.59,-59.59,91.84,-62.86,9.0,60.0,-78.94,100.0,100.0,100.0,1.0,100.0,2.1,0.0,0.0,0.0,0.0,
2025-08-14,VIBEF,0.0517,0.1183,0.1183,0.0324,0.0324,50939,11032,0.0491,12,128.82,up,-72.61,72.61,0.0,-72.61,1,4.62,red,,,,,OTC Link,OS,,,2501.1049,0.0,,-72.61,-72.61,-72.61,-72.61,0.0,-72.61,0.0,0.0,-72.61,100.0,100.0,100.0,1.0,100.0,0.0,11.1,0.0,0.0,6.903,
2025-08-14,TRIB,1.0103,2.17,3.44,1.54,1.91,208513130,718428,2.3899,695385,114.79,up,-11.98,87.56,58.53,-29.03,0,290.24,red,,,12242170.227599999,18710332.0,XNAS,ADRC,18.71,12.24,498325529.38699996,498.33,11.14,-21.89,-19.59,-21.2,1.38,58.53,-29.03,92.0,23.8,-44.48,54.3,10.8,23.2,0.181,33.2,19.5,48.7,0.0,0.0,4.393,
2025-08-14,LILMF,0.02,0.04,0.16,0.005,0.05,4339870,252249,0.0728,397,100.0,up,25.0,387.5,300.0,-87.5,1,17.2,green,,,,,OTC Link,OS,,,315942.536,0.32,,25.0,-1.5,12.5,162.5,300.0,-87.5,56.0,57.7,-68.75,100.0,36.3,59.2,1.028,32.3,29.0,19.6,0.0,0.0,11.308,
2025-08-14,ELMSQ,0.1,0.2,0.2,0.001,0.105,61338,3829,0.0416,17,100.0,up,-47.5,99.5,0.0,-99.5,1,16.02,red,,,,,OTC Link,CS,,,2551.6608,0.0,,-50.0,-47.5,-47.5,-47.5,0.0,-99.5,0.0,0.0,-47.5,100.0,100.0,100.0,1.0,100.0,52.3,14.3,0.0,0.0,2.071,
2025-08-14,SNOA,3.052,5.63,6.9199,4.8301,5.27,69901059,4779731,5.9081,774455,84.47,up,-6.39,37.12,22.91,-14.21,0,14.62,red,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841,4516899.93,1730613.0,XNAS,CS,1.73,4.52,412982446.6779,412.98,40.39,10.83,6.75,-1.24,-1.94,22.91,-14.21,6.0,1.6,-23.99,31.0,41.4,50.2,0.13,83.7,20.6,50.5,1.0,2.11,5.718,
